serialanon,nbedsx,tenex,accomhh1,dwtypenx,dwtype8x,dwtype3x,floorx,floory,EPceeb12e,EPceib12e,gorehs,tenure8x,tenure4x
20230029995.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,45.16,46.08,D,F,Yorkshire and the Humber,local authority - occupied,local authority
20230029996.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,140.04,137.32,D,D,South West,owner occupied - occupied,owner occupied
20230029998.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,164.42,161.92,C,D,North East,owner occupied - occupied,owner occupied
20230030000.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,69.86,74.80,D,D,West Midlands,owner occupied - occupied,owner occupied
20230030007.0,3.0,privately rent,other,converted flat,converted flat,low rise flat,146.44,151.20,C,D,London,private rented - occupied,private rented
20230030008.0,3.0,privately rent,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,92.35,100.17,C,C,East,private rented - occupied,private rented
20230030028.0,2.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,50.75,53.06,C,C,South West,housing association - occupied,housing association
20230030031.0,2.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,76.49,81.26,C,D,North West,owner occupied - occupied,owner occupied
20230030047.0,1.0,own outright,other,converted flat,converted flat,low rise flat,18.37,19.31,D,D,London,owner occupied - occupied,owner occupied
20230030055.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,79.52,84.78,C,C,West Midlands,owner occupied - occupied,owner occupied
20230030074.0,1.0,own outright,semi-detached,bungalow,bungalow,house or bungalow,52.38,54.07,E,E,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230030094.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,72.43,78.10,C,C,South East,owner occupied - occupied,owner occupied
20230030099.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,102.06,110.14,D,E,East,owner occupied - occupied,owner occupied
20230030102.0,2.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,63.44,68.14,C,C,Yorkshire and the Humber,housing association - occupied,housing association
20230030105.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,84.01,89.80,C,C,East Midlands,local authority - occupied,local authority
20230030106.0,2.0,own with mortgage,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,47.03,51.18,D,D,East,owner occupied - occupied,owner occupied
20230030137.0,2.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,68.15,67.49,D,D,London,housing association - occupied,housing association
20230030142.0,3.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,166.66,174.70,F,F,East,owner occupied - occupied,owner occupied
20230030143.0,1.0,own with mortgage,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,47.47,48.19,D,C,South East,owner occupied - occupied,owner occupied
20230030147.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,78.84,83.86,C,D,South West,owner occupied - occupied,owner occupied
20230030151.0,1.0,rent from local authority,other,converted flat,converted flat,low rise flat,40.19,40.95,G,G,East,local authority - occupied,local authority
20230030159.0,5 or more,own outright,detached house or bungalow,detached,detached house,house or bungalow,304.50,314.38,E,C,North West,owner occupied - occupied,owner occupied
20230030162.0,2.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,50.74,55.16,D,D,North West,private rented - occupied,private rented
20230030166.0,3.0,privately rent,other,converted flat,converted flat,low rise flat,83.09,85.56,C,C,South West,private rented - occupied,private rented
20230030171.0,3.0,rent from local authority,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,72.98,77.80,C,C,West Midlands,local authority - occupied,local authority
20230030177.0,3.0,own outright,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,147.59,155.26,D,D,South East,owner occupied - occupied,owner occupied
20230030181.0,2.0,rent from housing association,semi-detached,bungalow,bungalow,house or bungalow,46.13,48.19,D,D,South West,housing association - occupied,housing association
20230030202.0,3.0,privately rent,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,61.75,66.65,D,D,South East,private rented - occupied,private rented
20230030215.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,33.99,34.98,C,C,London,local authority - occupied,local authority
20230030221.0,3.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,79.22,84.04,C,C,West Midlands,housing association - occupied,housing association
20230030232.0,2.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,71.37,76.66,C,D,North West,housing association - occupied,housing association
20230030236.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,62.73,67.19,D,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230030244.0,3.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,108.86,113.99,D,E,South West,owner occupied - occupied,owner occupied
20230030255.0,3.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,41.91,46.82,C,C,North East,housing association - occupied,housing association
20230030256.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,131.60,139.15,D,D,South West,owner occupied - occupied,owner occupied
20230030267.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,80.04,84.88,D,D,South East,owner occupied - occupied,owner occupied
20230030270.0,2.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,81.10,85.88,D,E,East,owner occupied - occupied,owner occupied
20230030276.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,80.49,85.34,D,D,North West,local authority - occupied,local authority
20230030282.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,42.39,44.16,D,D,South West,private rented - occupied,private rented
20230030285.0,2.0,own outright,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,51.07,52.70,C,C,West Midlands,owner occupied - occupied,owner occupied
20230030293.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,77.33,82.13,C,C,West Midlands,owner occupied - occupied,owner occupied
20230030295.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,43.17,44.22,C,C,London,private rented - occupied,private rented
20230030305.0,2.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,66.36,70.86,C,D,Yorkshire and the Humber,local authority - occupied,local authority
20230030306.0,4.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,149.30,157.44,C,C,North West,owner occupied - occupied,owner occupied
20230030311.0,4.0,own with mortgage,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,122.75,134.76,E,F,East,owner occupied - occupied,owner occupied
20230030321.0,3.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,75.15,77.97,C,D,London,local authority - occupied,local authority
20230030325.0,2.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,71.52,75.72,C,C,North East,housing association - occupied,housing association
20230030332.0,2.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,65.26,67.26,E,E,London,housing association - occupied,housing association
20230030355.0,5 or more,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,216.01,227.73,D,D,South East,owner occupied - occupied,owner occupied
20230030361.0,1.0,privately rent,other,converted flat,converted flat,low rise flat,43.93,42.50,D,D,South East,private rented - occupied,private rented
20230030372.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,25.43,26.00,C,C,East Midlands,local authority - occupied,local authority
20230030375.0,2.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,116.46,122.90,F,F,East,private rented - occupied,private rented
20230030388.0,1.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,45.45,45.90,C,C,Yorkshire and the Humber,private rented - occupied,private rented
20230030391.0,2.0,privately rent,detached house or bungalow,bungalow,bungalow,house or bungalow,71.65,73.90,D,F,East,private rented - occupied,private rented
20230030394.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,119.69,117.41,C,C,South East,owner occupied - occupied,owner occupied
20230030396.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,110.20,116.28,D,E,North West,owner occupied - occupied,owner occupied
20230030398.0,3.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,70.93,75.78,C,C,West Midlands,owner occupied - occupied,owner occupied
20230030409.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,76.61,82.15,D,D,North West,owner occupied - occupied,owner occupied
20230030411.0,1.0,own with mortgage,terrace/end of terrace,bungalow,bungalow,house or bungalow,39.07,40.23,D,C,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230030412.0,1.0,privately rent,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,117.90,117.90,A/B,A/B,South East,private rented - occupied,private rented
20230030422.0,4.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,211.90,221.10,F,E,South West,owner occupied - occupied,owner occupied
20230030433.0,2.0,own with mortgage,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,61.66,62.62,A/B,A/B,South East,owner occupied - occupied,owner occupied
20230030442.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,43.05,44.65,C,C,South East,housing association - occupied,housing association
20230030446.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,137.35,144.96,D,D,South East,owner occupied - occupied,owner occupied
20230030453.0,2.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,60.93,65.37,C,A/B,East,owner occupied - occupied,owner occupied
20230030463.0,1.0,own with mortgage,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,57.79,56.84,C,A/B,London,owner occupied - occupied,owner occupied
20230030470.0,2.0,rent from housing association,other,converted flat,converted flat,low rise flat,57.95,59.95,C,C,London,housing association - occupied,housing association
20230030474.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,79.69,85.11,D,D,South East,owner occupied - occupied,owner occupied
20230030481.0,5 or more,own outright,detached house or bungalow,detached,detached house,house or bungalow,180.69,179.84,C,C,South West,owner occupied - occupied,owner occupied
20230030482.0,2.0,own with mortgage,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,65.05,67.20,A/B,A/B,North West,owner occupied - occupied,owner occupied
20230030484.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,83.61,88.83,D,D,South East,owner occupied - occupied,owner occupied
20230030492.0,2.0,rent from local authority,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,64.94,69.32,C,C,Yorkshire and the Humber,local authority - occupied,local authority
20230030495.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,50.76,52.70,D,D,North West,local authority - occupied,local authority
20230030501.0,3.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,69.29,72.00,C,C,East,local authority - occupied,local authority
20230030509.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,46.13,51.00,C,C,East Midlands,owner occupied - occupied,owner occupied
20230030513.0,2.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,61.96,66.44,D,D,North West,housing association - occupied,housing association
20230030517.0,1.0,rent from local authority,semi-detached,bungalow,bungalow,house or bungalow,46.85,47.53,A/B,A/B,East Midlands,local authority - occupied,local authority
20230030527.0,3.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,74.20,80.11,C,C,North East,housing association - occupied,housing association
20230030531.0,1.0,rent from housing association,semi-detached,bungalow,bungalow,house or bungalow,47.70,48.55,C,C,East Midlands,housing association - occupied,housing association
20230030532.0,1.0,rent from local authority,terrace/end of terrace,bungalow,bungalow,house or bungalow,56.41,57.35,D,D,Yorkshire and the Humber,local authority - occupied,local authority
20230030533.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,44.55,46.40,C,C,South West,housing association - occupied,housing association
20230030542.0,1.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,35.63,36.57,C,E,South West,private rented - occupied,private rented
20230030546.0,1.0,own with mortgage,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,59.42,58.20,D,D,London,owner occupied - occupied,owner occupied
20230030547.0,4.0,privately rent,terrace/end of terrace,end terrace,small terraced house,house or bungalow,68.19,76.27,C,C,Yorkshire and the Humber,private rented - occupied,private rented
20230030552.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,73.13,77.93,D,D,Yorkshire and the Humber,private rented - occupied,private rented
20230030557.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,76.40,81.52,C,C,London,owner occupied - occupied,owner occupied
20230030560.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,75.65,81.24,C,D,North West,owner occupied - occupied,owner occupied
20230030566.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,123.99,119.54,D,D,East,owner occupied - occupied,owner occupied
20230030580.0,2.0,own with mortgage,terrace/end of terrace,end terrace,small terraced house,house or bungalow,68.18,72.28,C,C,South East,owner occupied - occupied,owner occupied
20230030581.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,90.72,95.88,E,F,North West,owner occupied - occupied,owner occupied
20230030582.0,2.0,privately rent,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,62.69,67.06,D,E,East,private rented - occupied,private rented
20230030583.0,1.0,privately rent,terrace/end of terrace,end terrace,small terraced house,house or bungalow,40.42,44.00,D,E,South East,private rented - occupied,private rented
20230030590.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,80.02,87.57,F,F,South West,owner occupied - occupied,owner occupied
20230030600.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,78.49,80.84,D,D,London,private rented - occupied,private rented
20230030612.0,2.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,64.85,67.00,D,D,South East,housing association - occupied,housing association
20230030617.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,69.42,71.69,C,C,North West,private rented - occupied,private rented
20230030634.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,83.79,89.38,D,E,South West,owner occupied - occupied,owner occupied
20230030636.0,2.0,rent from housing association,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,66.42,70.68,C,C,North East,housing association - occupied,housing association
20230030654.0,2.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,59.20,63.46,C,C,East,housing association - occupied,housing association
20230030658.0,1.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,42.53,43.50,C,C,South West,housing association - occupied,housing association
20230030668.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,82.60,87.42,D,D,West Midlands,owner occupied - occupied,owner occupied
20230030674.0,2.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,74.39,78.76,C,C,East,owner occupied - occupied,owner occupied
20230030680.0,2.0,rent from local authority,detached house or bungalow,bungalow,bungalow,house or bungalow,39.66,41.44,D,D,Yorkshire and the Humber,local authority - occupied,local authority
20230030683.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,60.03,62.16,A/B,A/B,East,private rented - occupied,private rented
20230030690.0,3.0,rent from local authority,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,73.14,77.90,C,D,East,local authority - occupied,local authority
20230030705.0,3.0,privately rent,terrace/end of terrace,end terrace,small terraced house,house or bungalow,68.20,72.96,C,C,East Midlands,private rented - occupied,private rented
20230030722.0,2.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,88.89,91.14,C,C,North West,housing association - occupied,housing association
20230030727.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,49.52,48.00,C,C,London,housing association - occupied,housing association
20230030735.0,5 or more,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,208.75,220.32,C,C,North East,owner occupied - occupied,owner occupied
20230030736.0,2.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,55.97,60.30,C,C,South West,housing association - occupied,housing association
20230030741.0,2.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,68.25,72.70,C,C,South East,housing association - occupied,housing association
20230030742.0,2.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,62.78,64.97,C,A/B,South East,local authority - occupied,local authority
20230030743.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,45.27,46.17,C,C,East Midlands,housing association - occupied,housing association
20230030758.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,51.93,56.66,D,D,North West,owner occupied - occupied,owner occupied
20230030772.0,2.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,63.70,68.08,D,D,West Midlands,local authority - occupied,local authority
20230030779.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,202.93,211.21,E,E,East,owner occupied - occupied,owner occupied
20230030794.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,56.41,58.46,C,D,South East,private rented - occupied,private rented
20230030796.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,48.86,49.70,C,C,North West,local authority - occupied,local authority
20230030797.0,1.0,privately rent,non self contained,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,111.93,116.10,E,E,South West,private rented - occupied,private rented
20230030798.0,1.0,rent from housing association,semi-detached,bungalow,bungalow,house or bungalow,50.64,52.09,C,A/B,North West,housing association - occupied,housing association
20230030799.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,45.82,46.75,C,C,London,housing association - occupied,housing association
20230030804.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,74.96,79.80,C,C,North East,owner occupied - occupied,owner occupied
20230030808.0,2.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,62.66,67.64,D,D,South East,private rented - occupied,private rented
20230030812.0,1.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,43.16,44.20,D,D,West Midlands,private rented - occupied,private rented
20230030817.0,1.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,44.80,45.76,D,D,North East,housing association - occupied,housing association
20230030818.0,2.0,own outright,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,68.41,72.68,C,C,East,owner occupied - occupied,owner occupied
20230030820.0,2.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,81.96,86.18,D,E,South East,private rented - occupied,private rented
20230030825.0,1.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,49.81,50.54,D,D,Yorkshire and the Humber,housing association - occupied,housing association
20230030832.0,3.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,78.35,83.00,C,D,North West,housing association - occupied,housing association
20230030839.0,3.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,76.86,81.72,C,C,Yorkshire and the Humber,housing association - occupied,housing association
20230030842.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,61.59,66.38,C,C,East,owner occupied - occupied,owner occupied
20230030849.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,57.79,62.50,D,D,South East,private rented - occupied,private rented
20230030858.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,72.92,77.74,G,F,London,local authority - occupied,local authority
20230030859.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,70.74,75.97,C,D,North West,owner occupied - occupied,owner occupied
20230030869.0,1.0,rent from local authority,semi-detached,bungalow,bungalow,house or bungalow,59.54,60.26,C,C,West Midlands,local authority - occupied,local authority
20230030892.0,4.0,own with mortgage,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,116.61,124.98,D,D,East,owner occupied - occupied,owner occupied
20230030895.0,3.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,94.04,96.88,C,D,London,private rented - occupied,private rented
20230030896.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,77.12,82.02,C,C,Yorkshire and the Humber,local authority - occupied,local authority
20230030900.0,3.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,91.97,87.42,C,D,South West,owner occupied - occupied,owner occupied
20230030904.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,111.36,119.29,F,F,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230030906.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,31.61,32.49,C,A/B,East Midlands,housing association - occupied,housing association
20230030925.0,1.0,privately rent,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,37.56,38.28,C,D,North East,private rented - occupied,private rented
20230030935.0,1.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,45.64,46.46,C,C,South East,housing association - occupied,housing association
20230030937.0,2.0,own outright,semi-detached,bungalow,bungalow,house or bungalow,64.97,67.14,C,D,North West,owner occupied - occupied,owner occupied
20230030940.0,3.0,own outright,terrace/end of terrace,end terrace,small terraced house,house or bungalow,66.34,71.22,C,C,West Midlands,owner occupied - occupied,owner occupied
20230030948.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,41.38,42.18,C,C,East,local authority - occupied,local authority
20230030954.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,127.81,134.46,D,D,West Midlands,owner occupied - occupied,owner occupied
20230030957.0,2.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,50.89,55.16,D,D,West Midlands,owner occupied - occupied,owner occupied
20230030960.0,2.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,54.82,54.27,C,C,West Midlands,housing association - occupied,housing association
20230030962.0,1.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,50.92,52.89,D,E,North West,housing association - occupied,housing association
20230030966.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,46.86,47.76,C,C,London,housing association - occupied,housing association
20230030993.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,107.54,113.56,C,C,West Midlands,local authority - occupied,local authority
20230030998.0,2.0,privately rent,other,converted flat,converted flat,low rise flat,82.45,84.75,D,D,North West,private rented - occupied,private rented
20230031000.0,3.0,rent from local authority,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,66.67,72.14,D,D,East,local authority - occupied,local authority
20230031002.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,47.13,48.18,C,C,East,housing association - occupied,housing association
20230031005.0,1.0,own with mortgage,other,converted flat,converted flat,low rise flat,31.92,32.40,E,E,South East,owner occupied - occupied,owner occupied
20230031006.0,3.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,74.93,79.54,C,C,East,owner occupied - occupied,owner occupied
20230031012.0,3.0,rent from local authority,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,74.47,79.32,C,C,East,local authority - occupied,local authority
20230031014.0,1.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,40.21,41.39,C,C,Yorkshire and the Humber,housing association - occupied,housing association
20230031016.0,2.0,privately rent,other,converted flat,converted flat,low rise flat,71.26,73.50,C,C,East,private rented - occupied,private rented
20230031017.0,3.0,privately rent,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,74.84,81.89,D,E,East Midlands,private rented - occupied,private rented
20230031020.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,107.08,104.87,C,C,North East,owner occupied - occupied,owner occupied
20230031028.0,1.0,rent from local authority,terrace/end of terrace,bungalow,bungalow,house or bungalow,34.21,35.23,D,D,North East,local authority - occupied,local authority
20230031035.0,2.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,76.78,81.20,C,C,East,housing association - occupied,housing association
20230031041.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,72.93,78.47,D,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230031047.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,76.77,82.46,D,D,South West,private rented - occupied,private rented
20230031061.0,2.0,privately rent,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,68.08,73.29,C,C,East,private rented - occupied,private rented
20230031072.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,85.54,90.96,D,D,West Midlands,owner occupied - occupied,owner occupied
20230031095.0,1.0,rent from local authority,terrace/end of terrace,bungalow,bungalow,house or bungalow,59.28,61.30,D,D,North West,local authority - occupied,local authority
20230031106.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,106.01,112.43,D,D,East,owner occupied - occupied,owner occupied
20230031109.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,78.67,83.38,D,D,South East,owner occupied - occupied,owner occupied
20230031113.0,3.0,own with mortgage,semi-detached,bungalow,bungalow,house or bungalow,87.09,90.19,D,D,East,owner occupied - occupied,owner occupied
20230031129.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,140.98,138.88,C,C,North West,owner occupied - occupied,owner occupied
20230031130.0,3.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,81.51,87.26,D,D,South West,owner occupied - occupied,owner occupied
20230031140.0,4.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,112.03,119.47,C,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230031150.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,95.66,101.82,D,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230031155.0,4.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,109.80,116.40,C,D,South East,housing association - occupied,housing association
20230031157.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,113.33,121.94,D,E,South West,owner occupied - occupied,owner occupied
20230031158.0,3.0,rent from housing association,terrace/end of terrace,end terrace,small terraced house,house or bungalow,63.56,68.54,C,C,North East,housing association - occupied,housing association
20230031170.0,1.0,own with mortgage,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,47.19,48.05,C,C,West Midlands,owner occupied - occupied,owner occupied
20230031176.0,3.0,privately rent,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,52.95,60.02,E,E,South West,private rented - occupied,private rented
